Collection Name,Title#1,Name#1,Name URI#1,Resource Type#1,Resource Type URI#1,Genre#1,Genre URI#1,Date Created#1,Language Term#1,Language Term URI#1,Language Term Type#1,Extent#1,Form#1,Form URI#1,Form#2,Form URI#2,Abstract#1,Subject Topic#1,Subject Topic URI#1,Subject Topic#2,Subject Topic URI#2,Subject Topic#3,Subject Topic URI#3,Subject Topic#4,Subject Topic URI#4,Subject Name#1,Subject Name URI#1,Subject Geographic#1,Subject Geographic URI#1,Subject Genre#1,Subject Genre URI#1,Identifier#1,Identifier ARK#1,Physical Location#1,Shelf Locator#1,Date Captured#1,Internet Media Type#1,Digital Origin#1,Access Condition#1,Access Condition URI#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME,lnexp_PAGEURL
Sturtevant Plates,Grand Lake Colo. Looking North No.159 Bass Photo Boulder Colo.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Panoramic view of Grand Lake with trees in front left.,Lakes,http://id.worldcat.org/fast/990901,Landscapes,http://id.worldcat.org/fast/1735625,Mountains,http://id.worldcat.org/fast/1028366,,,"Bass, Lawrence P.",local,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_42_xx524.jpg,https://ark.colorado.edu/ark:/47540/qb055s46p1k6,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,216,4897,narv_sturtevant_42_xx524.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~216~294280
Sturtevant Plates,Grand Lake Colo. Looking W. No.157 Bass Photo. Boulder Colo,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Panoramic view of a man standing in the water of Grand Lake with a camera tripod. He appears to be taking a photograph of the men in the boats or canoes.,Lakes,http://id.worldcat.org/fast/990901,Photographers,http://id.worldcat.org/fast/1061605,Landscapes,http://id.worldcat.org/fast/1735625,Canoes and canoeing,http://id.worldcat.org/fast/845880,"Bass, Lawrence P.",local,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_42_xx526.jpg,https://ark.colorado.edu/ark:/47540/bz0t6x01650w,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,218,4897,narv_sturtevant_42_xx526.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~218~294278
Sturtevant Plates,Grand Lake Colo. Looking West. No.162 Bass Photo Boulder Colo.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Men in boats and a man and child on the bank of Grand Lake.,Lakes,http://id.worldcat.org/fast/990901,Landscapes,http://id.worldcat.org/fast/1735625,Boats and boating,http://id.worldcat.org/fast/835176,Fishing,http://id.worldcat.org/fast/926650,"Bass, Lawrence P.",local,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_42_xx500.jpg,https://ark.colorado.edu/ark:/47540/tj287v5922vn,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,192,4897,narv_sturtevant_42_xx500.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~192~294304
Sturtevant Plates,Grand Lake Colo. No.154 Bass Photo. Boulder Colo.,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Panoramic view of men in boats on Grand Lake. Trees sit in the front right.,Lakes,http://id.worldcat.org/fast/990901,Landscapes,http://id.worldcat.org/fast/1735625,Canoes and canoeing,http://id.worldcat.org/fast/845880,Mountains,http://id.worldcat.org/fast/1028366,"Bass, Lawrence P.",local,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_42_xx527.jpg,https://ark.colorado.edu/ark:/47540/tz361d33d240,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,219,4897,narv_sturtevant_42_xx527.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~219~294277
Sturtevant Plates,Grand Lake Colo. No.167 Bass Photo,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Panoramic view of the lake, buildings and mountains in the background of Grand Lake, Colorado.",Cities and towns,http://id.worldcat.org/fast/861748,Mountains,http://id.worldcat.org/fast/1028366,Landscapes,http://id.worldcat.org/fast/1735625,,,"Bass, Lawrence P.",local,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_42_xx518.jpg,https://ark.colorado.edu/ark:/47540/1r445735t8vn,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,210,4897,narv_sturtevant_42_xx518.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~210~294286
Sturtevant Plates,"Grand Lake Looking South No.166 Bass Photo. Boulder, Colo","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Panoramic view of Grand Lake with mountains and town buildings below.,Lakes,http://id.worldcat.org/fast/990901,Landscapes,http://id.worldcat.org/fast/1735625,Mountains,http://id.worldcat.org/fast/1028366,Cities and towns,http://id.worldcat.org/fast/861748,"Bass, Lawrence P.",local,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_42_xx525.jpg,https://ark.colorado.edu/ark:/47540/gt386257d1vh,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,217,4897,narv_sturtevant_42_xx525.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~217~294279
Sturtevant Plates,"Grand Lake looking South, Meile and Sturtevant. Boulder, Colo.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Grand Lake looking south in Grand County, Colorado.",Lakes,http://id.worldcat.org/fast/990901,Mountains,http://id.worldcat.org/fast/1028366,Landscapes,http://id.worldcat.org/fast/1735625,Nature,local,,,"Grand Lake (Grand, Colorado, United States, North America) (reservoir)",GNIS: 204950,,,narv_sturtevant_40_xx392.jpg,https://ark.colorado.edu/ark:/47540/ht0b7n38m2zx,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,121,4897,narv_sturtevant_40_xx392.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~121~294121
Sturtevant Plates,"Great Oil Belt Boulder, Colo.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Landscape view of several oil derricks spread across the Great Oil Belt in Boulder, Colorado.",Oil wells,http://id.worldcat.org/fast/1044913,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,Landscapes,http://id.worldcat.org/fast/1735625,Oil fields,http://id.worldcat.org/fast/1044579,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_44_xx157.jpg,https://ark.colorado.edu/ark:/47540/zx5h505893q7,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,376,4897,narv_sturtevant_44_xx157.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~376~294364
Sturtevant Plates,"Great Oil Belt, Boulder, Co. Colo. J.B. Sturtevant.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,View of the Flatirons with oil wells in the forground.,Oil wells,http://id.worldcat.org/fast/1044913,Oil well drilling rigs,http://id.worldcat.org/fast/1044883,Landscapes,http://id.worldcat.org/fast/1735625,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_46_xx289.jpg,https://ark.colorado.edu/ark:/47540/f68k2444x44g,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,492,4897,narv_sturtevant_46_xx289.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~492~294523
Sturtevant Plates,"Great snow cut at the Baxter Mine, Ward, CO 1899, Con. Railroad","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Great snow cut at the Baxter Mine, Ward, Colorado 1899, Colorado Railroad; image of a man standing on the railroad tracks with easily 10 feet of snow rising on both sides.",Snow,http://id.worldcat.org/fast/1121907,Railroads,http://id.worldcat.org/fast/1088711,,,,,,,"Ward (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178487,,,narv_sturtevant_41_xx474.jpg,https://ark.colorado.edu/ark:/47540/0v077v51687b,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,169,4897,narv_sturtevant_41_xx474.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~169~294200
Sturtevant Plates,Green Mountain 1903 Sturtevant Photo,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1903-09-14,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"A group of people walk over a small, wooden bridge in the foreground of scattered homes and mountains in the background.",Bridges,http://id.worldcat.org/fast/838671,Landscapes,http://id.worldcat.org/fast/1735625,Dwellings,http://id.worldcat.org/fast/899978,Mountains,http://id.worldcat.org/fast/1028366,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_48_xx583.jpg,https://ark.colorado.edu/ark:/47540/g8461340n19n,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,607,4897,narv_sturtevant_48_xx583.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~607~294656
Sturtevant Plates,"Green Mountain from Texado Park, 1899. J.B. Sturtevant No. 7","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1899,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"View of Green Mountain from Texado Park. The park was the ""Texas/Colorado Chautaqua"" park. The road above the gulch would later be known as Goldenrod Trail. These early houses are the Chautauqua cottages. Two women and a child are in the right foreground, another child is by a horse.",Dwellings,http://id.worldcat.org/fast/899978,Landscapes,http://id.worldcat.org/fast/1735625,Neighborhoods,http://id.worldcat.org/fast/1715963,Rock formations,local,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_39_xx034.jpg,https://ark.colorado.edu/ark:/47540/km8n2761m28q,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,31,4897,narv_sturtevant_39_xx034.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~31~294094
Sturtevant Plates,"Green Mountain from The Chautauqua, No. 1, J.B. Sturtevant","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,Circa 1900,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,View of Green Mountain from Chautauqua Park. The Flatirons can be seen on the mountain. Line of Chatauqua cottages along what became Goldenrod Trail.,Dwellings,http://id.worldcat.org/fast/899978,Landscapes,http://id.worldcat.org/fast/1735625,Neighborhoods,http://id.worldcat.org/fast/1715963,Rock formations,local,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_39_xx035.jpg,https://ark.colorado.edu/ark:/47540/64067q74s801,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,32,4897,narv_sturtevant_39_xx035.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~32~294093
Sturtevant Plates,"Green Mountain Near Boulder, Colo. height 2500 feet. J.B. Sturtevant.","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Three women, three boys, one man and one girl pose for a photograph in Green Mountain. A woman and girl are on donkeys and one boy is in a tree.",Landscapes,http://id.worldcat.org/fast/1735625,Mountains,http://id.worldcat.org/fast/1028366,Portraits,http://id.worldcat.org/fast/1072324,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_46_xx259.jpg,https://ark.colorado.edu/ark:/47540/zm9k6n0486s2,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,465,4897,narv_sturtevant_46_xx259.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~465~294550
Sturtevant Plates,Green Mountain. Cemetery,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,Portrait of two women standing by a grave site at Green Mountain Cemetery.,Cemeteries,http://id.worldcat.org/fast/850521,Sepulchral monuments,http://id.worldcat.org/fast/1112853,Portraits,http://id.worldcat.org/fast/1072324,,,,,"[Boulder (Boulder, Colorado, United States, North America) (populated place)]",GNIS: 178680,,,narv_sturtevant_48_xx548_02.jpg,https://ark.colorado.edu/ark:/47540/8x562s35k8rt,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,597,4897,narv_sturtevant_48_xx548_02.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~597~294666
Sturtevant Plates,"Green Rock, Boulder Colo. J.B. Sturtevant","Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,"Green Rock or Pulpit Rock in Boulder, Colorado.",Rock formations,local,Nature,local,,,,,,,"Boulder (Boulder, Colorado, United States, North America) (populated place)",GNIS: 178680,,,narv_sturtevant_39_xx059.jpg,https://ark.colorado.edu/ark:/47540/dn7v30670830,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,54,4897,narv_sturtevant_39_xx059.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~54~294071
Sturtevant Plates,Group of children outside Chautauqua Auditorium,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,A group photograph of children and adults outside of the Chautauqua building.,Auditoriums,http://id.worldcat.org/fast/821234,Portraits,http://id.worldcat.org/fast/1072324,Children,http://id.worldcat.org/fast/854835,,,,,"[Boulder (Boulder, Colorado, United States, North America) (populated place)]",GNIS: 178680,,,narv_sturtevant_57_14.jpg,https://ark.colorado.edu/ark:/47540/tk2r3p36p2bb,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,1011,4897,narv_sturtevant_57_14.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~1011~295062
Sturtevant Plates,Group of children pose outside school building,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,A group of students pose outside the front of their school building.,School children,http://id.worldcat.org/fast/1107147,Rural schools,http://id.worldcat.org/fast/1101819,Portraits,http://id.worldcat.org/fast/1072324,School buildings,http://id.worldcat.org/fast/1107046,,,"[Colorado (United States, North America) (first order administrative division)]",http://id.loc.gov/authorities/names/n80125532,,,narv_sturtevant_43_xx606_02.jpg,https://ark.colorado.edu/ark:/47540/p40k5n77b6cp,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,258,4897,narv_sturtevant_43_xx606_02.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~258~294357
Sturtevant Plates,Group of children pose outside school building,"Sturtevant, J. Bevier (Joseph Bevier), 1851-1910",http://id.worldcat.org/fast/352744,Still image,http://id.loc.gov/vocabulary/resourceTypes/img,Photographs,http://id.loc.gov/authorities/genreForms/gf2017027249,1886/1910,English,http://id.loc.gov/vocabulary/iso639-2/eng,eng,1 glass plate negative,glass plate negatives,http://vocab.getty.edu/page/aat/300393160,black-and-white photographs,http://vocab.getty.edu/page/aat/300128347,A group of students pose outside the front of their school building.,School children,http://id.worldcat.org/fast/1107147,Rural schools,http://id.worldcat.org/fast/1101819,Portraits,http://id.worldcat.org/fast/1072324,School buildings,http://id.worldcat.org/fast/1107046,,,"[Colorado (United States, North America) (first order administrative division)]",http://id.loc.gov/authorities/names/n80125532,,,narv_sturtevant_43_xx603.jpg,https://ark.colorado.edu/ark:/47540/s67n7s24n3mn,CU Museum of Natural History,COU: 1111,2020,image/jpeg,reformatted digital,"The organization that has made the Item available believes that the Item is in the Public Domain under the laws of the United States, but a determination was not made as to its copyright status under the copyright laws of other countries. The Item may not be in the Public Domain under the laws of other countries. Please refer to the organization that has made the Item available for more information.",http://rightsstatements.org/vocab/NoC-US/1.0/,256,4897,narv_sturtevant_43_xx603.jpg,https://cudl.colorado.edu//luna/servlet/detail/CUB~26~26~256~294359
